pokemon_uid,pokemon_id,cp,trainer_name,num_upgrades,move_1,move_2,height,weight,stamina,stamina_max,cp_multiplier,additional_cp_multiplier,iv_defense,iv_stamina,iv_attack,last_seen,form,costume
10630751752814621880,185,441,MelissaRosa31,0,243,64,1.05649,22.5186,84,84,0.285883,0,8,7,13,"2018-01-29 00:41:30",NULL,NULL
10642888297951458676,343,519,DuduuPicachu,0,274,267,0.510001,16.5502,94,94,0.523394,0,14,10,8,"2018-02-13 13:41:18",0,0
10647606551740214160,248,2042,JpKazix,0,202,103,2.12128,249.138,164,164,0.386729,0,11,14,11,"2018-02-08 11:14:14",0,0
10652852884321935563,214,2508,Kaffeeina,0,261,22,1.95241,95.4232,160,160,0.459683,0,10,15,13,"2018-02-14 11:11:32",0,0
10655849103538581819,142,1958,tiagovleal12,0,239,14,1.90549,62.2145,150,150,0.438847,0,12,13,12,"2018-01-31 18:35:46",NULL,NULL
10659203694681387249,143,2829,Diegopel,21,234,31,1.72298,269.864,292,292,0.44374,0,14,10,12,"2018-02-09 16:02:22",0,0
10683715577919728783,195,1217,FLSKATER,0,216,90,1.01727,47.5399,122,122,0.30285,0,6,12,14,"2018-02-12 12:37:53",0,0
10691954944176515470,45,1998,RodrigoLealDias,0,215,47,1.21253,19.8084,160,160,0.504317,0,6,9,14,"2018-02-17 22:03:10",0,0
10694367775748385284,297,2418,dudscarvalho78,0,229,268,2.38495,271.923,298,298,0.500827,0,12,10,13,"2018-02-13 19:12:39",0,0
10702653703183350388,6,2017,Rodynely,13,269,103,1.37964,54.8584,130,130,0.38337,0,13,14,15,"2018-02-06 02:21:50",0,0
10703222145861291613,112,3100,Marcelofagon,17,233,31,1.65149,77.4649,218,218,0.49761,0,14,11,15,"2018-01-28 18:43:22",NULL,NULL
10705047257585369681,299,50,VaiPraDeus,0,206,64,1.14853,135.552,22,22,0.160366,0,4,10,2,"2018-01-31 19:18:58",NULL,NULL
10705094940296899494,68,2348,leyesld,0,229,268,1.44396,99.8623,124,124,0.321795,0,14,15,11,"2018-02-13 15:12:29",0,0
10707093580765254121,185,738,009vbs,0,243,32,1.24514,43.2564,82,82,0.26646,0,12,14,10,"2018-02-01 19:07:13",NULL,NULL
10710573023626547063,65,1617,AntonellaLowen,0,226,275,1.5784,49.1422,126,126,0.5195,0,13,13,13,"2018-01-28 08:40:32",NULL,NULL
10714026905561943962,112,2902,CamachoVolcan,19,233,32,1.88333,123.715,148,148,0.339095,0,8,9,11,"2018-02-18 12:42:01",0,0
10714452775209167705,149,3020,batdylma,20,253,277,2.65472,335.116,164,164,0.42849,0,14,11,14,"2018-01-29 22:38:50",NULL,NULL
10736684315902101979,149,1993,Marques725,0,253,14,2.11147,162.038,152,152,0.4154,0,12,3,5,"2018-02-01 04:17:06",NULL,NULL
10740183591869223449,132,576,Rodynely,0,242,133,0.273249,4.07674,88,88,0.425829,0,6,9,9,"2018-02-09 08:58:10",0,0
10749363183040516194,282,2640,Gekancom,0,235,86,1.74759,57.4731,184,184,0.636822,0,14,9,14,"2018-02-06 22:58:54",0,0
10763712172430691181,130,3087,Rkwienke,33,283,277,6.28006,214.599,202,202,0.500046,0,13,13,15,"2018-02-02 15:04:26",NULL,NULL
10768117930311205183,315,1399,djulianpereira1,0,224,90,0.275793,1.84106,140,140,0.621313,0,8,14,10,"2018-02-13 14:52:21",0,0
10772952077687328069,143,2005,07vini11,0,212,14,2.02656,332.371,272,272,0.41501,0,7,8,11,"2018-02-11 00:59:59",0,0
10783413813480349328,134,2295,Patylkg,15,230,58,0.930458,25.9185,322,322,0.597662,0,14,10,1,"2018-01-28 16:25:28",NULL,NULL
10786435737108247867,149,3035,JulianoTimm,39,239,122,2.62367,322.562,266,266,0.680207,0,6,14,3,"2018-02-09 22:07:05",0,0
10788826485843797660,131,1784,LaraLariss,1,218,40,2.58851,241.398,192,192,0.35308,0,9,12,8,"2018-02-09 09:09:11",0,0
10789534462767588954,131,2283,niltonsilva2,26,217,39,2.07689,175.691,250,250,0.459544,0,13,13,12,"2018-02-09 03:58:16",0,0
10794069432462026134,134,2665,Natidanaiti,32,230,107,1.03631,34.6504,228,228,0.415086,0,9,15,8,"2018-02-14 20:18:56",0,0
10794774292608701173,242,2134,Amandaweymer,5,222,14,1.5967,54.5504,414,414,0.402298,0,13,7,9,"2018-01-27 16:18:52",NULL,NULL
10795061685969641649,134,2528,HailSlayer,0,230,105,0.896667,27.6103,256,256,0.465557,0,4,15,14,"2018-02-07 22:29:50",0,0
10801718313919158485,143,2706,RafaeIR,0,212,31,2.32382,624.445,374,374,0.565175,0,9,11,7,"2018-02-10 16:03:45",0,0
10813809774048564626,130,2680,Giovane6,0,283,107,5.83709,208.186,130,130,0.321723,0,10,14,15,"2018-02-17 00:14:57",0,0
10814825405937504038,196,1678,SorRobson87,0,235,108,0.969864,36.729,98,98,0.350244,0,15,11,13,"2018-02-05 21:25:16",0,0
10826664939847194421,315,1447,gangstermateus,0,224,86,0.326695,2.64201,160,160,0.749448,0,10,7,12,"2018-01-28 07:22:08",NULL,NULL
10827188571480128936,134,2567,Kairog,24,230,105,0.88931,23.3725,226,226,0.41657,0,10,12,15,"2018-02-15 10:40:47",0,0
10828547462132363317,114,1471,FLSKATER,0,260,116,0.949961,36.2945,92,92,0.328565,0,14,12,4,"2018-02-07 11:30:16",0,0
10846640276892550631,343,384,GlauterOliveira,0,274,267,0.410514,13.4237,66,66,0.402857,0,4,4,15,"2018-02-16 23:17:27",0,0
10847934578559366426,1,151,SS53H,0,214,90,0.631657,4.89888,54,54,0.275953,0,10,10,12,"2018-02-08 18:26:43",0,0
10859493295886601034,168,1288,Tilambucco,0,236,22,0.990355,29.7538,218,218,0.71483,0,5,13,5,"2018-02-14 22:30:26",0,0
10861002096599313792,217,2274,TiagoSalvatte,0,243,14,2.08752,197.427,124,124,0.321776,0,14,14,15,"2018-02-17 14:41:57",0,0
10861885629790886374,112,2667,RAM0SR,0,233,32,1.66372,99.979,202,202,0.472565,0,15,4,15,"2018-02-10 18:56:20",0,0
10862244280018012092,149,2945,MVasconcelos7,8,253,122,2.05663,164.146,182,182,0.479843,0,12,8,6,"2018-02-09 08:55:08",0,0
10863269560373042107,103,2400,mikasilva987,0,274,59,1.60401,81.9364,290,290,0.721488,0,10,11,11,"2018-02-08 18:17:38",0,0
10863647634596033043,214,1461,TiagoSalvatte,0,261,245,1.37052,37.8132,86,86,0.253348,0,11,11,12,"2018-02-12 20:43:01",0,0
10864263481185198650,130,2654,Kakaprestes,13,253,277,6.39502,232.644,166,166,0.408886,0,5,13,12,"2018-02-17 20:32:14",0,0
10874069743552221676,131,1772,Odonash02,8,217,39,3.08944,316.74,196,196,0.357828,0,13,14,15,"2018-02-13 20:28:05",0,0
10876616019799047355,149,3048,MathPorciuncula,20,253,277,2.02646,189.644,186,186,0.475074,0,13,14,15,"2018-02-13 18:59:26",0,0
10882149244186632536,279,1250,Caldinho12,0,210,107,1.16434,33.7661,96,96,0.386057,0,15,6,15,"2018-02-11 19:46:05",0,0
10882669266851414479,242,3128,jessikamessa,26,234,86,1.31267,34.2745,534,534,0.511621,0,6,12,14,"2018-02-06 21:01:03",0,0
10887934827139466461,242,2570,sennista,16,234,86,1.46141,40.261,584,584,0.559099,0,15,13,15,"2018-02-02 19:20:38",NULL,NULL
10890169614397583355,257,2271,SS53H,0,269,270,2.43635,72.1417,256,256,0.736607,0,12,15,15,"2018-02-09 15:36:36",0,0
10891133565948684246,25,10,VenomValorX,0,205,35,0.362722,4.15038,20,20,0.0997072,0,8,4,0,"2018-01-29 20:57:47",NULL,NULL
10896377123218219318,143,1529,SrPopo,0,234,14,1.70935,305.762,200,200,0.299458,0,6,14,7,"2018-02-17 13:44:43",0,0
10899382669542313365,242,2737,ChefBergueson,20,222,14,1.857,85.4382,342,342,0.327074,0,15,14,14,"2018-02-15 09:00:32",0,0
10902872058172314119,149,2023,Giovane6,0,239,122,2.39418,254.149,156,156,0.405637,0,15,12,14,"2018-02-08 02:56:18",0,0
10904372319678597902,320,776,profvanessas,0,230,268,1.83955,99.3412,210,210,0.391122,0,10,10,14,"2018-02-17 17:27:09",0,0
10906800659157446006,242,2492,RafaeIR,3,234,14,1.72249,69.2903,482,482,0.462574,0,9,12,2,"2018-02-10 17:51:50",0,0
10907037756913465939,242,2741,danielmpalomino,21,234,86,1.32222,24.8938,716,716,0.684643,0,15,14,13,"2018-02-18 12:59:32",0,0
10915357508892868491,74,595,gangstermateus,0,227,63,0.389914,19.116,100,100,0.596727,0,14,5,4,"2018-01-28 07:22:08",NULL,NULL
10916500031334462463,214,1631,otavionevesss,0,243,31,1.36166,48.696,132,132,0.399856,0,8,7,6,"2018-02-18 02:41:12",0,0
10922407835975988392,242,575,jussiefrolich,0,222,108,1.15353,22.9829,348,348,0.334873,0,12,12,4,"2018-01-28 22:09:39",NULL,NULL
10934232651657364875,76,1838,jekenski,5,227,31,1.24029,237.642,174,174,0.511044,0,14,12,13,"2018-02-12 14:02:25",0,0
10935729940325284164,46,10,Marcelofagon,0,220,89,0.270316,4.16734,20,20,0.0611899,0,9,1,1,"2018-01-29 03:24:36",NULL,NULL
10935980275834486593,297,2343,SS53H,0,229,246,2.33323,250.535,258,258,0.431186,0,9,12,8,"2018-02-05 18:18:58",0,0
10936830657472983481,134,3074,niltonsilva2,26,230,107,0.971226,35.3171,192,192,0.353435,0,14,12,11,"2018-02-12 10:38:20",0,0
10941374160948363892,143,2237,MuzzaBr,8,234,14,2.14441,436.126,238,238,0.361345,0,12,11,12,"2018-02-15 04:28:39",0,0
10947342792928282008,217,1327,ishizaka94,1,243,245,1.82251,123.486,122,122,0.314661,0,10,14,10,"2018-02-07 09:41:26",0,0
10950920311605326567,123,1304,wiedergrun,0,200,51,1.31504,38.5492,92,92,0.302857,0,13,13,12,"2018-02-14 10:17:20",0,0
10951396249792396601,127,1662,SorRobson87,1,241,100,1.3166,28.8492,110,110,0.399297,0,12,10,4,"2018-02-10 17:54:44",0,0
10953430365075122396,130,2852,rodeghiero,22,253,277,6.70168,277.431,164,164,0.403191,0,14,15,15,"2018-02-07 19:24:09",0,0
10956746303804791903,149,3172,FabySRos,24,239,277,2.0374,205.827,138,138,0.354827,0,15,15,15,"2018-02-14 19:25:50",0,0
10960897585484833612,297,2245,thejhankzbr,0,243,268,2.2444,215.559,274,274,0.456467,0,9,13,9,"2018-01-31 05:23:54",NULL,NULL
10968253396824938793,214,2327,SchwantzLuan,0,243,22,1.46508,55.0834,112,112,0.327737,0,8,11,11,"2018-02-14 22:49:30",0,0
10976906386439481542,209,847,13MCosta,0,221,123,0.614046,7.34507,118,118,0.497771,0,13,0,6,"2018-02-17 13:39:05",0,0
10991996144292196231,350,2059,IIWillisII,9,253,40,6.68619,191.523,132,132,0.324841,0,13,15,14,"2018-02-15 04:24:45",0,0
10992216692916228477,143,1949,TcheFC,0,212,31,2.37346,516.686,346,346,0.518753,0,8,15,12,"2018-02-07 12:26:58",0,0
10995414393995559985,210,2079,guilhermemass,0,278,88,1.49772,35.7699,270,270,0.697007,0,9,14,15,"2018-01-29 11:50:36",NULL,NULL
11005127900820024586,134,2694,KhalDrig,0,230,58,0.823943,21.6585,190,190,0.355581,0,13,9,14,"2018-02-14 22:07:12",0,0
11011072516591768862,320,913,WestruppR,0,231,268,2.22425,154.147,296,296,0.544558,0,4,13,10,"2018-02-11 04:27:59",0,0
11014826676183157429,370,492,LuizNeujahr,0,230,105,0.687766,10.5685,96,96,0.502049,0,11,11,12,"2018-02-16 07:17:46",0,0
11018952738836497192,242,2953,NorisRejane,34,222,108,1.29676,45.702,506,506,0.487858,0,14,10,10,"2018-02-13 18:58:56",0,0
11025615026245007638,20,1393,Bilafirefighter,0,202,26,0.561974,10.2771,154,154,0.623836,0,8,14,14,"2018-02-10 17:29:18",0,0
11032165850772957807,248,3549,jussiefrolich,36,202,279,1.75374,129.295,148,148,0.348364,0,13,15,15,"2018-02-18 12:39:32",0,0
11034784515908247209,143,2860,13MCosta,0,234,268,2.24239,543.238,316,316,0.47742,0,8,12,15,"2018-02-14 11:50:46",0,0
11037909503185482359,103,1950,IquePL,0,274,108,2.42144,166.231,176,176,0.439666,0,9,12,5,"2018-01-28 17:25:29",NULL,NULL
11049148316515179301,94,1456,Fafazudo,0,264,70,1.64989,42.9869,78,78,0.299498,0,12,12,13,"2018-02-02 08:34:00",NULL,NULL
11049602031445533239,242,2965,arielandrei,34,234,86,1.48353,42.8007,684,684,0.655419,0,15,12,10,"2018-02-17 22:54:57",0,0
11055894084920064866,134,2628,gangstermateus,0,230,105,1.06507,31.8392,250,250,0.470079,0,13,7,13,"2018-02-12 00:24:02",0,0
11064272185500589092,135,2220,profvanessas,15,205,79,0.777704,23.9709,88,88,0.331217,0,13,4,7,"2018-02-16 03:08:33",0,0
11065608690366462397,232,1555,xStrikerZBR,0,243,88,0.989792,102.664,144,144,0.383306,0,4,9,12,"2018-02-15 00:30:18",0,0
11066001040963714754,3,1908,SS53H,28,214,116,2.13521,117.352,106,106,0.304781,0,15,15,15,"2018-02-18 13:56:50",0,0
11075348235257086361,113,810,MagnusPel,0,234,86,1.12766,36.3442,526,526,0.511376,0,12,15,13,"2018-01-29 21:20:04",NULL,NULL
11082102017738918624,214,1206,xStrikerZBR,0,243,31,1.46733,41.0535,104,104,0.315928,0,15,6,11,"2018-02-11 00:31:46",0,0
11083813005332520708,214,2579,jussiefrolich,0,261,31,1.46438,47.2784,132,132,0.381322,0,13,15,14,"2018-02-05 18:54:38",0,0
11093495405221785379,214,2572,WillmeckZN,0,243,22,1.57721,58.8729,242,242,0.709216,0,9,12,14,"2018-01-28 03:06:04",NULL,NULL
11093843911679915814,289,4069,MauroReny,2,287,31,2.00245,126.058,194,194,0.340603,0,7,13,11,"2018-02-17 11:20:48",0,0
11098568292332581058,149,3479,Eyfilho,20,253,277,1.93969,102.163,190,190,0.488605,0,11,13,11,"2018-02-07 14:22:11",0,0
11102039072430400936,134,2920,T10z40,14,230,107,0.928751,27.1048,184,184,0.343145,0,14,11,13,"2018-01-30 22:05:59",NULL,NULL
11102311081042315889,112,1816,Gostosabbb,0,233,31,2.14462,161.979,250,250,0.566374,0,10,11,11,"2018-02-03 23:18:09",NULL,NULL
11108371845558338292,143,2968,Lelecudismo,27,234,14,1.83816,419.292,324,324,0.486513,0,14,13,11,"2018-01-30 17:30:40",NULL,NULL
11109666897994089865,68,2050,MestreCarolS,10,243,246,1.45023,135.021,114,114,0.298691,0,15,14,14,"2018-02-07 13:55:27",0,0
11113731796123047206,134,2551,ilhucalderon,0,230,105,0.911943,29.8407,174,174,0.321609,0,7,13,15,"2018-02-02 18:31:58",NULL,NULL
11119836549118633892,134,2594,ilhucalderon,0,230,107,1.04037,31.7202,176,176,0.327267,0,6,10,13,"2018-01-29 20:56:32",NULL,NULL
11126565550943309172,315,721,MelissaRosa31,0,215,86,0.369577,3.40031,70,70,0.339314,0,12,5,9,"2018-02-17 16:01:36",0,0
11126825366288907375,214,2484,Diegopel,0,261,31,1.55551,62.8663,198,198,0.576549,0,8,12,10,"2018-02-03 22:17:00",NULL,NULL
11127623718215024393,135,2066,CacaGo5,0,205,35,0.835037,27.8769,90,90,0.342065,0,10,4,14,"2018-02-07 11:53:22",0,0
11135063563205417851,65,375,PicaDeBugiu,0,235,275,1.71238,64.4715,46,46,0.190728,0,10,14,9,"2018-02-08 09:13:33",0,0
11135666052727266226,248,3106,japanego24,1,202,279,1.99429,256.299,162,162,0.382527,0,10,14,13,"2018-02-13 01:49:37",0,0
11146426750951178896,232,1670,Brunoiligo,0,243,88,1.16787,158.822,132,132,0.341567,0,11,14,10,"2018-02-12 15:44:44",0,0
11156236003068557734,199,1230,LiraBranco,2,230,103,2.46511,109.432,112,112,0.285858,0,6,9,15,"2018-02-13 14:25:00",0,0
11159207151169914038,214,2082,Bryanjph,0,243,22,1.50168,60.4038,140,140,0.402988,0,6,15,9,"2018-02-17 17:26:27",0,0
11159217887793959749,92,673,AntonellaLowen,0,263,265,1.24392,0.0605341,62,62,0.468129,0,14,8,6,"2018-01-29 17:21:01",NULL,NULL
11159550501360245476,149,2819,Henriquecustodi,15,253,122,2.18511,232.488,138,138,0.359373,0,4,12,15,"2018-02-17 18:38:53",0,0
11162857372411662748,134,2691,GuilhermeCon7,0,230,105,1.17949,45.7336,180,180,0.3352,0,4,9,12,"2018-02-17 14:41:57",0,0
11171024290788943651,143,2462,ADR1ANO3,0,234,31,1.68404,331.114,444,444,0.679708,0,13,8,1,"2018-02-15 16:42:34",0,0
11171593510316259533,113,947,yurivegano,6,234,86,1.12949,38.4514,440,440,0.429053,0,13,15,14,"2018-02-12 08:38:44",0,0
11172426692265950020,184,1123,Trinkain3,0,237,39,0.563736,10.6264,178,178,0.438365,0,15,5,14,"2018-02-10 10:42:25",0,0
11180605691938204093,348,2132,Daewrols,0,200,89,1.52484,73.4118,208,208,0.663617,0,8,7,8,"2018-02-12 17:55:45",0,0
11183525339724177615,134,2847,GlauterOliveira,2,230,107,0.920511,25.3706,266,266,0.487084,0,15,15,12,"2018-02-09 03:27:54",0,0
11186659267625002095,3,2128,Mrostas,0,215,47,2.72075,176.048,174,174,0.49726,0,12,15,6,"2018-02-01 10:24:44",NULL,NULL
11188252056935557304,214,1534,xStrikerZBR,0,243,245,1.31451,40.283,126,126,0.369166,0,4,12,2,"2018-02-12 03:13:06",0,0
11189662243909135049,365,2212,foxxtnt,4,218,105,1.32466,158.684,190,190,0.407461,0,12,14,15,"2018-02-05 16:59:58",0,0
11199646646528933342,242,2857,TiagoLorenzi,26,234,14,1.62347,56.8864,378,378,0.364133,0,14,10,14,"2018-02-13 23:27:24",0,0
11202669798239197610,143,2281,Eduardocs2,0,212,31,2.26262,578.326,306,306,0.469769,0,5,6,5,"2018-02-14 21:57:00",0,0
11211360164772316158,126,785,RoroPL,13,208,103,1.21568,36.9888,64,64,0.228634,0,15,13,11,"2018-02-18 10:51:49",0,0
11212706959685864628,242,2811,Rkwienke,14,234,86,1.69463,53.2422,724,724,0.691008,0,10,14,8,"2018-02-18 12:39:32",0,0
11212761839195123253,196,2616,Fafazudo,0,235,108,1.02212,35.0978,126,126,0.448069,0,15,12,5,"2018-02-17 22:46:13",0,0
11213329363620456147,100,399,Fernandahvm,0,221,267,0.447037,11.0041,44,44,0.265395,0,11,4,6,"2018-01-27 18:15:31",NULL,NULL
11216926586500589815,143,2470,MestreCarolS,18,212,14,2.65464,718.444,286,286,0.43009,0,14,14,14,"2018-01-30 20:28:19",NULL,NULL
11217177254197121691,4,674,Kaffeeina,0,220,102,0.599203,7.98178,106,106,0.619047,0,15,8,13,"2018-02-17 15:59:36",0,0
11218315821702144718,3,1807,Henriquevalezad,0,215,90,1.54676,54.4948,158,158,0.459984,0,15,13,13,"2018-02-12 04:23:45",0,0
11222269242121780874,20,1217,SirCarrion37,0,202,129,0.791498,21.5445,76,76,0.329537,0,9,7,9,"2018-02-09 13:48:46",0,0
11223631955389602365,38,1482,DuduUchiha2506,0,269,116,1.1577,22.026,156,156,0.502213,0,12,10,12,"2018-02-09 16:57:36",0,0
11225321103316030985,136,2097,EstherGMeireles,11,269,42,0.923069,25.4764,132,132,0.460914,0,11,15,15,"2018-02-07 17:39:54",0,0
11227117895393728918,362,1327,MakanoLoko,0,218,254,1.35124,223.097,138,138,0.428583,0,5,1,6,"2018-02-05 20:22:03",0,0
11227893279035179050,241,1292,07vini11,0,221,267,1.34882,86.7546,118,118,0.28973,0,13,15,12,"2018-02-08 18:14:18",0,0
11236780026581197597,68,1633,Gabr1elBarros,0,243,268,1.37038,89.4444,138,138,0.360844,0,14,12,15,"2018-02-17 15:43:19",0,0
11237382684237137032,333,86,IzaSpin0,0,211,45,0.380169,0.896847,36,36,0.179484,0,4,14,8,"2018-02-11 18:12:43",0,0
11241228358371030892,149,2605,13SheldonCooper,0,253,122,2.44029,241.564,146,146,0.380285,0,13,10,14,"2018-02-07 15:04:26",0,0
11245750177529847962,276,185,Charmilh0,0,211,45,0.30494,2.41818,72,72,0.406128,0,15,9,9,"2018-02-13 23:38:44",0,0
11254965077290970798,6,2464,Lelecudismo,30,209,103,1.85762,124.869,196,196,0.575624,0,12,15,14,"2018-02-07 20:45:17",0,0
11260623755562256887,217,2256,ishizaka94,0,228,88,1.73037,133.033,280,280,0.731497,0,4,12,14,"2018-02-13 22:29:49",0,0
11282401650827228287,254,1879,letonlefr,0,200,117,1.63043,47.8848,170,170,0.553944,0,15,15,10,"2018-02-13 19:35:39",0,0
11284869253057977903,217,1835,R17Thurow,0,243,245,1.84762,145.151,230,230,0.602804,0,9,12,14,"2018-02-15 17:32:08",0,0
11297207482026470188,135,2251,AntonellaLowen,0,250,78,0.738039,29.8813,126,126,0.441212,0,13,15,15,"2018-01-29 09:45:49",NULL,NULL
11309273342834558541,332,1774,Rodynely,0,203,272,1.31179,83.3119,150,150,0.508136,0,9,8,12,"2018-02-01 14:09:29",NULL,NULL
11309277310917177630,134,2565,paafonso,0,230,105,0.872616,21.1119,192,192,0.352981,0,13,14,5,"2018-02-02 20:36:27",NULL,NULL
11314428002428215063,103,1836,Joaopeti,4,234,108,1.89786,109.874,204,204,0.516994,0,11,9,11,"2018-02-13 21:15:26",0,0
11318758574242271839,242,2990,Bryandefogo,35,234,108,1.51738,47.5874,380,380,0.363473,0,15,13,10,"2018-01-31 17:07:03",NULL,NULL
11321464821483590060,18,1494,jekenski,6,255,45,1.70008,48.7378,210,210,0.614727,0,4,5,8,"2018-01-29 19:33:39",NULL,NULL
11323587180630814540,242,2791,CacaGo5,25,222,108,1.46416,42.2715,558,558,0.532275,0,11,15,12,"2018-02-18 03:32:13",0,0
11332695194633397293,248,2570,ZeratusFury,0,266,279,2.09653,223.959,182,182,0.443174,0,9,7,8,"2018-02-11 17:59:20",0,0
11342012203537258079,113,640,07MCosta,0,222,108,1.25508,42.8491,522,522,0.515093,0,4,7,6,"2018-02-18 11:48:50",0,0
11342253582345368029,36,1704,13MCosta,1,234,86,1.61197,61.4439,222,222,0.553127,0,13,12,9,"2018-02-09 18:44:38",0,0
11343934220487268893,248,2570,GodFelpz,0,202,279,1.729,140.966,128,128,0.298659,0,13,15,11,"2018-01-31 11:15:35",NULL,NULL
11367254736791243326,124,1376,NegaMartinz01,0,218,254,1.33716,36.8475,94,94,0.35956,0,8,2,9,"2018-02-09 15:16:50",0,0
11368632473095914016,333,575,13MCosta,0,211,39,0.319488,0.548022,102,102,0.499852,0,10,13,8,"2018-02-10 16:05:00",0,0
11371610543220769693,143,3028,iLeoGarcia,20,212,14,2.40783,525.928,384,384,0.58681,0,14,8,15,"2018-01-28 22:01:20",NULL,NULL
11375590817847995727,136,1364,Elizeu91,0,209,24,0.887507,20.4472,152,152,0.544246,0,13,10,12,"2018-01-27 02:36:46",NULL,NULL
11379257363534721622,134,2736,foxxtnt,44,230,58,1.02948,31.1872,274,274,0.506935,0,15,12,15,"2018-02-05 17:20:09",0,0
11380636042326100038,214,1042,chimbikas85,4,261,22,1.64781,63.1252,162,162,0.471429,0,2,12,14,"2018-02-14 00:02:54",0,0
11386254057743081213,134,2468,ThalesHTa,0,230,105,0.911542,16.6617,186,186,0.353789,0,7,5,11,"2018-02-05 19:41:34",0,0
11386341304201001639,113,697,13Two,0,222,86,1.51993,64.0975,600,600,0.589915,0,13,9,3,"2018-02-18 13:47:13",0,0
11387516250996232088,143,2766,MrsCarrion37,0,234,268,2.1347,525.589,216,216,0.327163,0,11,12,10,"2018-02-17 19:27:55",0,0
11389046716653004103,149,2985,vinigarcia1307,20,239,14,2.50415,265.86,262,262,0.679444,0,12,11,12,"2018-02-18 14:00:46",0,0
11391947869206657911,242,1375,arthur12kd,1,234,14,1.366,43.2464,320,320,0.308137,0,13,11,11,"2018-02-17 14:49:02",0,0
11392808733089460043,11,283,profvanessas,0,221,133,0.66513,9.11745,146,146,0.664812,0,10,10,10,"2018-02-12 23:46:08",0,0
11397326981594143342,365,1534,DaiaAndrade,6,283,31,1.2845,148.684,142,142,0.307801,0,13,11,14,"2018-02-01 16:17:57",NULL,NULL
11401404378353250703,323,1495,Andershowsilva,0,209,270,1.93887,224.422,174,174,0.592284,0,5,8,4,"2018-02-17 03:14:42",0,0
11402743302009730001,143,2509,niltonsilva2,0,212,14,2.05401,341.338,364,364,0.54414,0,4,15,7,"2018-01-29 23:39:15",NULL,NULL
11421037541023575412,130,3247,MauroReny,30,253,277,6.15274,214.658,170,170,0.420432,0,15,14,13,"2018-02-18 12:58:28",0,0
11425509016323106029,136,2266,AmandaLowen,0,269,270,0.820665,19.435,122,122,0.425966,0,14,14,10,"2018-02-07 16:39:11",0,0
11426674008249804486,113,824,CrisRoveda,0,234,108,0.903314,28.0422,404,404,0.396962,0,10,10,15,"2018-01-27 17:47:59",NULL,NULL
11440550613089976723,315,920,Bilafirefighter,0,224,86,0.284619,1.77755,80,80,0.381158,0,8,5,6,"2018-01-28 16:28:35",NULL,NULL
11457597743255774516,136,1913,Jullisc,3,209,24,0.873307,24.918,102,102,0.360462,0,15,14,11,"2018-02-02 09:17:17",NULL,NULL
11468185224553938365,232,1719,CacaGo5,0,221,268,0.999065,118.496,156,156,0.40236,0,13,15,15,"2018-02-14 12:16:46",0,0
11469163151189550181,334,1476,MOR4T4,0,204,257,0.873724,8.90648,104,104,0.327061,0,15,10,5,"2018-02-14 19:30:19",0,0
11475253296948865702,242,2239,JpKazix,0,234,108,1.45176,42.7817,438,438,0.417757,0,9,15,13,"2018-02-17 11:35:45",0,0
11489229428006645273,134,2368,LESS4NDR0,13,230,107,0.997596,31.4562,246,246,0.448806,0,15,15,13,"2018-02-11 23:45:47",0,0
11493450504213003995,196,2341,OiLauri,19,235,275,0.997363,38.0744,108,108,0.378896,0,15,13,15,"2018-02-07 19:24:09",0,0
11499651750138346220,336,1126,Paglij,0,224,50,2.90495,61.2898,158,158,0.498561,0,10,14,14,"2018-01-28 06:05:19",NULL,NULL
11500891205366015081,143,3286,yurivegano,38,212,14,1.93027,341.942,234,234,0.350827,0,15,14,14,"2018-02-14 10:17:20",0,0
11503114497791520213,365,1323,FLSKATER,0,218,31,1.44536,157.776,156,156,0.338791,0,4,12,9,"2018-02-07 11:09:08",0,0
11504259515429712613,232,1706,VaiPraDeus,0,243,88,0.925915,77.7559,176,176,0.456118,0,12,13,15,"2018-01-30 13:18:16",NULL,NULL
11508341271601457942,126,1835,guidobuss,0,208,24,1.44274,54.6249,130,130,0.452873,0,13,15,5,"2018-02-07 23:14:43",0,0
11512314947198204984,242,2150,eisaacsson,8,234,108,1.65388,53.598,384,384,0.368541,0,11,11,13,"2018-02-16 14:11:11",0,0
11521141160399527864,80,1859,EduMaXPrO,0,235,39,1.58484,83.1311,126,126,0.319146,0,15,10,5,"2018-02-17 01:57:26",0,0
11527729633379254296,143,2535,Kakaprestes,1,212,31,2.01975,439.114,226,226,0.339901,0,4,14,13,"2018-02-11 17:24:44",0,0
11528596138091409369,289,3584,DiegoBarrosKND,16,287,14,2.24319,172.97,180,180,0.316142,0,13,13,13,"2018-02-18 09:19:32",0,0
11530293002042227780,139,1819,LaraLariss,3,216,62,0.890783,27.8008,120,120,0.398533,0,2,11,8,"2018-02-11 13:41:47",0,0
11552962146025727567,134,2770,pokemukais,0,230,105,1.13983,38.8802,202,202,0.371178,0,13,14,11,"2018-02-17 16:12:19",0,0
11558342653508730109,306,2335,13SheldonCooper,0,253,32,2.15677,464.911,108,108,0.376851,0,13,4,10,"2018-02-18 12:23:08",0,0
11560148417982073191,130,3025,DiegoBarrosKND,30,253,107,7.09847,288.315,138,138,0.340567,0,12,15,15,"2018-02-17 15:43:19",0,0
